name,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,postalCode
Seat_Ibiza_Klima,900,,2016,,0,,150000,,seat,,51381
Audi_A4_1.6,1799,limousine,1998,manuell,101,a4,150000,benzin,audi,ja,64678
SEAT_AROSA_1.0_MPI_6HS_mit_Cabriofeeling,1700,kleinwagen,2004,manuell,50,arosa,150000,,seat,nein,85057
BMW_320i,1950,coupe,1996,manuell,150,3er,150000,benzin,bmw,nein,96450
Volkswagen_Polo,650,kleinwagen,1997,automatik,75,polo,100000,benzin,volkswagen,nein,55126
BMW_320d,5500,limousine,2003,automatik,150,3er,150000,diesel,bmw,nein,89250
Volkswagen_Multivan_6_sitzer_1_9DIESEL,899,bus,1994,manuell,68,transporter,150000,diesel,volkswagen,nein,44892
Volkswagen_Polo_1.2_Sport_Tuev_neu___von_privat,3900,kleinwagen,2003,manuell,64,polo,100000,benzin,volkswagen,,59075
Volkswagen_Passat_Variant_2.0_Blue_140_PS_Comfortline_Sitzh,8600,kombi,2011,manuell,140,passat,150000,diesel,volkswagen,nein,6122
Mercedes_Benz_E_350_CDI_DPF_Coupe_BlueEFFICIENCY_7G_TRONIC...,29800,coupe,2012,automatik,265,e_klasse,70000,diesel,mercedes_benz,nein,90411
Mercedes_Benz_T_C_220_CDI_DPF_CLASSIC_NAVI_PDC_TÜV,6600,kombi,2006,automatik,150,c_klasse,150000,diesel,mercedes_benz,nein,21423
V_220_CDI_Ambiente_DPF_Klima/2xSchiebedach/Automatik,2699,bus,2000,automatik,122,,150000,diesel,mercedes_benz,nein,45881
Golf_1_Cabrio_1.8_98PS_2H,3950,cabrio,1992,manuell,98,golf,150000,benzin,volkswagen,,17034
Audi_80_1.8_S,550,limousine,1989,manuell,0,80,150000,benzin,audi,,27283
Golf_3_TDI_/_66KW_/_ABS_/_Airbag_/Tuev+AU_2/2018_/_1900_E_Neuteile,1350,limousine,1997,,90,golf,150000,diesel,volkswagen,nein,63225
Volkswagen_Lupo_1.4_TDI_GT,1888,kleinwagen,2004,manuell,75,lupo,150000,diesel,volkswagen,nein,75365
Tausche_Touran_TDI_DSG_Highline_gegen_SUV_oder_Cabrio!,0,bus,2007,automatik,170,touran,150000,diesel,volkswagen,nein,79100
BMW_e36_325i,0,coupe,1994,automatik,210,3er,150000,benzin,bmw,,93326
BMW_E34_520i_Touring_M_Technik._Leder_Klima_Servo_ABS_PDC_AHK,2100,kombi,1996,manuell,150,5er,150000,benzin,bmw,nein,73054
Fiat_Ducato__Koffer__Maxi_Kasten,4999,bus,2005,manuell,128,ducato,150000,diesel,fiat,nein,90571
Ford_Focus_Ambiente_Technisch_Top_AHK_Abn_TÜV_NEU,1300,limousine,1999,manuell,116,focus,150000,benzin,ford,nein,74420
Renault_Avantime_Privileg,5600,bus,2002,manuell,150,andere,150000,diesel,renault,nein,36391
Audi_A3_2.0TDI_Sportback_S_Line_Sportpaket_Leder_Navi,9450,kombi,2007,manuell,170,a3,150000,diesel,audi,nein,60435
Peugeot_206_CC__136_PS_,3400,cabrio,2002,manuell,136,,125000,,peugeot,,45721
Mercedes_Benz_190_E,1800,limousine,1991,automatik,118,andere,150000,benzin,mercedes_benz,nein,63633
Verkaufe_hier_einen_sehr_gepflegten_Opel_vectra_Kombi,2500,kombi,2004,manuell,155,vectra,150000,benzin,opel,ja,39130
Ford_Fiesta,500,kleinwagen,1996,manuell,75,fiesta,100000,benzin,ford,nein,15344
Toyota_Land_Cruiser_V8_D_4D_Automatik_Executive,28980,suv,2008,automatik,235,andere,100000,diesel,toyota,nein,52351
E_280_7G_TRONIC_Eleganze_Festlief,9000,,2017,automatik,0,e_klasse,150000,benzin,mercedes_benz,nein,44287
Opel_corsa_1_2!,629,kleinwagen,1996,manuell,0,corsa,150000,benzin,opel,nein,66909
Audi__1.9_tdi,5200,limousine,2004,manuell,105,a3,150000,diesel,audi,nein,58644
Opel_Corsa_mit_TÜV_2016_Ende_5_Tuer,1500,kleinwagen,2001,manuell,0,corsa,150000,benzin,opel,nein,33330
Astra_G_Leder_Klima_TÜV_05.16,950,kombi,1999,manuell,101,,150000,,opel,nein,45739
BMW_120d_Aut._Xenon__Leder__Navigation_Professional_,8699,limousine,2005,automatik,163,1er,150000,diesel,bmw,nein,65207
BMW_320td_Compact_Navi_Prof_Xenon_Hifi_8_fach_bereift,4750,,2003,,0,,150000,diesel,bmw,nein,70597
Volkswagen_Passat_2.5_TDI_V6_Highline_XENON_NAVI_LEDER_VOLL,4000,limousine,2004,manuell,163,passat,150000,diesel,volkswagen,nein,10365
Mercedes_Benz_190_E_2.0,3500,limousine,1991,manuell,122,andere,125000,benzin,mercedes_benz,nein,41541
opel_corsa_c,950,kleinwagen,2001,manuell,58,corsa,150000,benzin,opel,nein,24855
Volkswagen_Golf_Cabrio_1.8,4300,cabrio,2000,manuell,90,golf,150000,benzin,volkswagen,nein,73765
Verkaufe_Ford_Fiesta_Baujahr_2001,550,kleinwagen,2001,manuell,60,fiesta,150000,benzin,ford,,57439
Land_Rover_Defender_110_DPF_Station_Wagon_E,47000,suv,2012,manuell,122,defender,20000,diesel,land_rover,nein,94501
Nissan_Terrano_II,1300,suv,1993,manuell,101,andere,150000,diesel,nissan,ja,49406
Opel_Vectra,1450,limousine,1998,manuell,101,vectra,150000,,opel,nein,47669
Wie_neu!_Audi_A6,10000,limousine,2004,automatik,177,,60000,,audi,nein,6537
Dacia_Duster_1.6_16V_4x2_Prestige__1._Hand,7650,suv,2010,manuell,105,duster,90000,benzin,dacia,nein,61184
Mercedes_Benz_560_SEC,4990,coupe,1988,automatik,0,andere,90000,benzin,mercedes_benz,nein,71665
Ford_FIESTA_ST_TÜV_BIS_09/16_ZUGELASSEN_TOP_ZUSTAND,2699,,2016,manuell,150,fiesta,150000,benzin,ford,nein,12349
VW_T5_/_VW_Bus_/_Weiss_/_LKW_Zulassung,5555,bus,2006,manuell,85,transporter,125000,diesel,volkswagen,nein,15232
Peugeot_106_mit_TÜV__noch_gutes_Anfaengerauto_mit_Kratzern_etc_,200,kleinwagen,1993,manuell,45,1_reihe,150000,benzin,peugeot,,79859
Peugeot_partner_1.8_90_ps,750,kombi,1999,manuell,90,andere,150000,,peugeot,nein,34621
Skoda_Octavia_1.6_Combi,2200,kombi,2005,manuell,102,octavia,150000,benzin,skoda,nein,38120
Verkaufe_Ford_Ka_Bj.2003_TÜV_bis_Maerz_2018,1300,kleinwagen,2003,manuell,0,ka,150000,benzin,ford,,73525
3_BMW_CAPRIO_AUT._TÜV,13350,cabrio,2008,automatik,197,3er,150000,diesel,bmw,,23566
Clio_2002_Klima_5Tuer_Alufelgen_130tkm_*Sheckheft*,850,kleinwagen,2002,manuell,75,clio,150000,,renault,nein,27570
gepflegter_V_70_5_Zylinder_mit_Anhaengerkupplung_!,2250,kombi,1999,manuell,165,v70,150000,benzin,volvo,nein,16356
Saab_9_5_Kombi_2.3_Turbo_Aero,5500,kombi,2002,automatik,250,andere,150000,benzin,saab,nein,64397
Audi_A3_Sportback_2.0TDI_Ambiente_Quattro_Navi+/LED,26200,limousine,2014,manuell,150,a3,20000,diesel,audi,nein,85051
Alfa_Romeo_1.9JTDM_Progression,3600,limousine,2006,manuell,120,147,150000,diesel,alfa_romeo,,90587
Seat_cordoba_Vario,250,kombi,1996,manuell,75,cordoba,150000,benzin,seat,,3185
Tausche_seltenen_Renault_Megane_TÜV10/2017,0,limousine,2000,manuell,107,megane,150000,benzin,renault,nein,38228
Hyundai_Accent_1.5i_GLS,900,limousine,1995,automatik,88,andere,70000,benzin,hyundai,nein,22399
Passat_3C_2.0TDI_DPF__*170Ps*_TÜV,6500,kombi,2007,manuell,170,passat,150000,diesel,volkswagen,nein,56479
Porsche_911,35500,cabrio,1973,manuell,0,911,10000,benzin,porsche,nein,66687
Volkswagen_Golf_Cabrio_1.8_Classicline,3600,cabrio,1999,manuell,75,golf,150000,benzin,volkswagen,nein,28790
Seat_Ibiza_1.9_TDI,2600,kleinwagen,2003,,131,ibiza,150000,diesel,seat,nein,23568
Mercedes_Benz_E_220_CDI_Automatik,7999,limousine,2005,automatik,150,e_klasse,150000,diesel,mercedes_benz,nein,72116
Audi_A4_Avant_2.0_TDI_DPF_clean_diesel_S_line_Spo...,39700,kombi,2015,manuell,190,a4,20000,diesel,audi,nein,59368
Mercedes_E270CDI_Avangarde,5700,limousine,2003,automatik,177,e_klasse,150000,diesel,mercedes_benz,nein,20355
Audi_a4___2._5_l_gruene__plakete,3200,kombi,2004,manuell,163,a4,5000,diesel,audi,,34346
Renault_Megane_grandtour,2000,kombi,2004,manuell,96,megane,150000,benzin,renault,,45356
Opel_Vactra_C_Gtc___Irmscher_touning__,1500,limousine,2002,manuell,0,vectra,150000,benzin,opel,ja,63755
Renault_Twingo_1.2,3450,kleinwagen,2009,manuell,58,twingo,50000,benzin,renault,nein,40547
Volkswagen_Sharan_1.9_TDI_Comfortline,1600,bus,2000,manuell,90,sharan,150000,diesel,volkswagen,nein,14480
Volkswagen_Golf_CL,1999,limousine,1990,manuell,54,golf,90000,benzin,volkswagen,nein,74595
Audi_A4_2.5_diesel_QOUATRO.,2700,kombi,2002,automatik,179,a4,150000,diesel,audi,nein,50997
Skoda_Roomster_1.2_TSI_Ambition_PLUS_EDITION,12900,bus,2013,manuell,86,roomster,30000,benzin,skoda,nein,21379
Sharan_1.9TDI_Navi_Lift_7_Sitze,2500,kombi,2004,manuell,131,sharan,150000,diesel,volkswagen,nein,35392
Opel_Insignia_Kuhlergrill,70,,2010,,0,insignia,5000,,opel,,48308
Renault_Twingo_mit_Faltdach,150,kleinwagen,1997,manuell,55,twingo,150000,benzin,renault,nein,63667
BMW_320i_Edition_Excl/AHK/Sommer_+_Winterreifen,5700,limousine,2004,automatik,170,3er,150000,benzin,bmw,nein,46535
Polo_6n_Voll_Scheckheft_bei_VW,1000,limousine,1996,manuell,0,polo,150000,benzin,volkswagen,,41469
BMW_316i_compakt_TÜV_Okt.2017/_Automatik,2000,coupe,2000,automatik,105,3er,125000,benzin,bmw,nein,12526
Volkswagen_Multivan_Comfortline,17450,bus,2004,manuell,131,transporter,125000,diesel,volkswagen,nein,73278
Rueckleuchten,55,,2000,,0,astra,5000,,opel,,15234
Mercedes_Benz_CLK_Cabrio_320_CDI_7G_TRONIC_Elegance_DPF,19900,cabrio,2006,automatik,224,clk,80000,diesel,mercedes_benz,nein,35440
Ford_Fiesta_1_8_DIESEL_5_Tuerer_!!!_Technisch_gut_Klima_Reifen_Neu,0,,2000,manuell,60,fiesta,150000,diesel,ford,,66701
Fiat_Panda_1.2,3150,kleinwagen,2008,manuell,60,panda,100000,benzin,fiat,nein,96049
Daihatsu_Cuore,2300,kleinwagen,2003,manuell,0,cuore,50000,benzin,daihatsu,nein,47447
Audi_A6_Avant_3.0TDI_Quattro,13000,kombi,2008,automatik,300,a6,150000,diesel,audi,nein,38271
Mercedes_Vaneo_1_7_CDI,6500,bus,2004,manuell,91,andere,100000,diesel,mercedes_benz,ja,49577
Nissan_X_Trail_2.5_4x4_Aut._Columbia,5300,suv,2006,automatik,165,x_trail,150000,benzin,nissan,nein,13156
Volkswagen_Passat_Variant_1.9_TDI_Trendline,1250,kombi,1997,manuell,110,passat,150000,diesel,volkswagen,nein,33100
VW_POLO_Cricket_1_2_B.Jahr_2004,2950,kleinwagen,2004,manuell,64,polo,150000,benzin,volkswagen,nein,60529
Mercedes_Benz_B_170_NGT_BlueEFFICIENCY,9500,bus,2009,manuell,116,b_klasse,150000,cng,mercedes_benz,nein,48157
Super_tolle_A__Klasse,2600,kleinwagen,2000,automatik,101,a_klasse,5000,benzin,mercedes_benz,nein,2827
Renault_Megane_Cabrio_Frisch_Tuev_Tuning_wenig_Kilometer!!!!!_,1699,cabrio,1998,manuell,101,megane,150000,benzin,renault,nein,24768
Peugeot_206_Silber_mit_neuem_TÜV,1300,kleinwagen,1999,manuell,75,,150000,benzin,peugeot,,45357
Smart_Smart_Fortwo_Coupe___Passion,7000,kleinwagen,2011,,71,fortwo,30000,benzin,smart,nein,86660
"Opel_Kadett_Caravan_Club_1_6i__Euro_2__15""_Alu__AHK_Tuev_7/16",1150,kombi,1989,manuell,75,kadett,150000,benzin,opel,ja,52379
Mercedes_Benz_C_200_Kompressor_Elegance,4200,limousine,2001,automatik,163,c_klasse,125000,benzin,mercedes_benz,nein,83547
Opel_Astra_2.2_16V_Coupe,3300,coupe,2001,manuell,147,astra,150000,benzin,opel,nein,75038
Volkswagen_Golf_Variant_1.4_TSI_Comfortline,8800,kombi,2009,manuell,122,golf,70000,benzin,volkswagen,nein,38112
Mercedes_Benz_190_E,4300,limousine,1988,manuell,118,andere,150000,benzin,mercedes_benz,nein,66679
Zu_verkaufen,80,kleinwagen,1999,manuell,54,corsa,125000,,opel,ja,12681
Renault_Megane_Bose_Edition__Leasinguebernahme_oder_Kauf_,265,,2017,automatik,110,megane,30000,diesel,renault,,12629
Verkaufe_unser_polo_wegen_Neuanschaffung,750,kleinwagen,2001,manuell,60,polo,150000,,volkswagen,ja,26524
BMW_540_i_Touring,6250,kombi,1999,manuell,286,5er,150000,benzin,bmw,nein,91217
!!!._Audi_A4__1_9_TDI_mit_neuer_TÜV_.!!!,4500,kombi,2004,manuell,116,a4,150000,diesel,audi,nein,81829
Mercedes_Benz_B_200_CDI_DPF,8700,,2017,automatik,141,b_klasse,90000,diesel,mercedes_benz,,36329
VW_LUPO_1_4_16V_SCHWARZ_75PS_SPORTFAHRWERK_ABT_AUSPUFF,1499,kleinwagen,1999,manuell,7515,lupo,150000,benzin,volkswagen,,65830
Opel_Astra_Twin_Top_1.9_CDTI_Cosmo_/_DPF__Service_NEU,8000,cabrio,2007,manuell,150,astra,125000,diesel,opel,nein,38524
Fiat_Grande_Punto_Sport._Tuev_Neu_8_Fach_Bereift,3499,kleinwagen,2006,manuell,75,andere,150000,diesel,fiat,nein,55232
Passat_2.0_TDI_4Motion,3300,limousine,2007,manuell,140,passat,150000,diesel,volkswagen,,10317
Kia_Carnival_II_Gruene_Plakette_Voll_Leder_7Sitze_AHK,2800,bus,2006,manuell,144,carnival,150000,diesel,kia,nein,6108
BMW_325_COUPE_NAVI__LEDER_TÜV_TOPF_ZUSTAND,4299,coupe,2000,manuell,193,3er,150000,,bmw,nein,13353
Subaru_Legacy_Kombi_2.0_4WD,4999,kombi,2005,manuell,165,legacy,125000,benzin,subaru,nein,82544
Opel_Tigra_Tausche_gegen_???,400,,2017,manuell,90,tigra,150000,,opel,ja,69509
Mercedes_e_klasse_Kombi,800,kombi,1996,automatik,0,e_klasse,150000,benzin,mercedes_benz,nein,17438
Opel_Zafira,1200,,2017,manuell,101,zafira,150000,diesel,opel,,15926
Volkswagen_Golf_1.6_Edition,1500,limousine,2001,manuell,105,golf,150000,benzin,volkswagen,nein,33689
***_Opel_corsa_b_/_heute_noch_angemeldet_***,275,kleinwagen,2000,,54,,150000,,opel,,26427
Peugeot_206_cabrio_unfall,950,cabrio,2002,manuell,0,,125000,benzin,peugeot,nein,85107
Volkswagen_Golf_V_2.0_GTI_Xenon__Navi__Leder,10990,limousine,2006,manuell,200,golf,125000,benzin,volkswagen,nein,92286
ML_270_CDI_Gruene_Plakette/_Partiklf._Tuev_01/2018_Autom.Anh.,6590,suv,2004,automatik,163,m_klasse,150000,diesel,mercedes_benz,nein,91171
Mercedes_Benz_C.Klasse_Kompressor_Preis:_4.000_€,4000,coupe,2001,automatik,0,c_klasse,150000,benzin,mercedes_benz,nein,15806
Golf_4_Kombi_1_9_TDI_Diesel,3300,kombi,2003,manuell,101,golf,150000,diesel,volkswagen,nein,72218
Mercedes_Benz_CLK_200sport,2400,coupe,1997,automatik,136,clk,150000,benzin,mercedes_benz,,56823
BMW_E36_320i_M50_Coupé_Ringtool_Drifttool_TÜV_4/17,1250,coupe,1992,manuell,150,3er,150000,benzin,bmw,nein,51399
Subaru_Impreza_WRX_STI,18500,limousine,2008,manuell,300,impreza,80000,benzin,subaru,ja,63762
Skoda_Roomster_1.2_TSI_Style,6500,bus,2010,manuell,86,roomster,125000,benzin,skoda,nein,93142
Ford_Focus_1.8L,699,,2016,manuell,125,focus,150000,benzin,ford,nein,57518
Sorento_3Tonnen_Zuglast_Leder_Klima,8100,suv,2009,manuell,170,sorento,150000,diesel,kia,nein,83623
VW_POLO_6N_1.0_5_TÜRIG,280,,2016,manuell,50,polo,150000,cng,volkswagen,,31787
A_Klasse_210_AMG_Style,2200,,2018,automatik,140,a_klasse,150000,benzin,mercedes_benz,,13581
Nissan_Micra__Unfall_zum_ausschlachten_vollgetankt__So./Wi_Reifen,150,kleinwagen,2000,manuell,54,micra,150000,benzin,nissan,,66271
Audi_A8_4.2_quattro,10999,limousine,2003,automatik,334,a8,150000,benzin,audi,nein,34121
BMW_520i,5500,limousine,2003,manuell,170,5er,150000,benzin,bmw,nein,45699
Volkswagen_Golf_1.4__mit_TÜV_09.2017,1390,limousine,1998,manuell,75,golf,150000,benzin,volkswagen,nein,57627
Volkswagen_VW_Polo_6N_Automatik_1997_8_Fach_bereift__WENIG_KM!,1300,kleinwagen,1997,automatik,75,polo,150000,benzin,volkswagen,nein,63868
Volkswagen_Golf_1.6_TDI_DPF_Trendline_1._Hand_8fach_bereift,8850,limousine,2009,manuell,105,golf,70000,diesel,volkswagen,nein,77736
Audi_A3,3650,limousine,2001,manuell,179,a3,150000,lpg,audi,nein,45897
Mercedes_Benz_C_240_Elegance,3750,limousine,2000,automatik,170,c_klasse,125000,benzin,mercedes_benz,nein,85368
Bmw_118i_Cabrio,16660,cabrio,2010,manuell,143,1er,80000,benzin,bmw,,33758
Verkaufe_mein_opel_meriva_baujahr_2004,1280,kleinwagen,2004,manuell,107,meriva,150000,benzin,opel,,34582
Ford_Sportka,2700,cabrio,2004,manuell,90,ka,150000,benzin,ford,nein,21727
Verkaufe_order_tausche_meinen_polo_tuev_bis_2018,1350,kleinwagen,1998,manuell,75,polo,150000,benzin,volkswagen,nein,30880
BMW_320d_DPF_Touring__130kw__Klima__Navi__PDC,5990,kombi,2007,manuell,177,3er,150000,diesel,bmw,nein,60437
Volkswagen_Golf_VI_GTI,17000,limousine,2011,manuell,211,golf,60000,benzin,volkswagen,nein,88499
Volkswagen_Golf_1.8,750,limousine,1993,automatik,75,golf,125000,benzin,volkswagen,ja,75179
Chevrolet_Matiz_0.8_S,2555,kleinwagen,2009,manuell,52,matiz,100000,benzin,chevrolet,nein,27333
Dacia_Duster_1.6l_Prestige_Benzin/LPG_**1.Hand*Klima**,7899,suv,2012,manuell,115,duster,125000,benzin,dacia,nein,86899
Sommer_Auto._Mit_Faltdach,500,kleinwagen,1997,manuell,55,twingo,150000,benzin,renault,,25788
Ford_Fiesta_1.3,1500,kleinwagen,2005,manuell,69,fiesta,150000,benzin,ford,nein,55411
Mercedes_ML_320_TÜV_NEU!!!,3099,suv,2000,automatik,218,m_klasse,150000,benzin,mercedes_benz,nein,53881
Mercedes_Benz_C200_BlueEff_AVANTGARDE_Automatik_inkl._Reifen,14999,limousine,2011,automatik,136,andere,70000,diesel,mercedes_benz,nein,76131
Opel_Corsa__1_2_L,900,kleinwagen,1999,manuell,60,corsa,150000,benzin,opel,nein,83128
FIAT_PUNTO_KUPLUNG_NEUE,1290,,2017,manuell,60,punto,150000,benzin,fiat,,13359
190_D_mit_Standheizung,2800,,2018,manuell,75,andere,150000,diesel,mercedes_benz,,95028
Skoda_Fabia_1.2_HTP_COOL_EDITION,4950,kleinwagen,2010,manuell,60,fabia,70000,benzin,skoda,nein,21397
Golf_1_Cabrio_zum_fertigstellen___Tuev_09/16_Look,1450,cabrio,1982,manuell,0,golf,70000,benzin,volkswagen,,73457
Volkswagen_Multivan,30000,bus,2012,,0,transporter,100000,diesel,volkswagen,nein,88484
Bastler_Auto,800,andere,2001,manuell,100,focus,150000,benzin,ford,,8236
Porsche_Panamera_Turbo_PDK_Gran_GT,95000,limousine,2010,automatik,500,andere,10000,benzin,porsche,nein,10439
Rover_200_spirit_standheitzung_alufelgen_leder,0,,2000,,0,,150000,benzin,rover,,15890
Opel_Insignia_2.0_OPC_Line_18_Zoll_Klima_Navi_Xenon,7299,kombi,2009,manuell,160,insignia,150000,diesel,opel,ja,46240
Volkswagen_Passat,650,limousine,1993,manuell,74,passat,150000,benzin,volkswagen,,57250
Astra_G_Cabrio_2_2_16V_TÜV_neu,3299,cabrio,2002,manuell,147,astra,150000,benzin,opel,nein,54413
Skoda_Fabia_1.9_TDI_Combi_Ambiente,3500,kombi,2006,manuell,101,fabia,150000,diesel,skoda,nein,72793
Seat_Arosa_1_7_SDI_Kupplungsatz+Bremnsen_Neu_Verbrauch_3_5_L,1300,kleinwagen,1998,manuell,60,arosa,150000,diesel,seat,,88299
Ford_Galaxy_2.0_Titanium,14000,bus,2009,manuell,145,galaxy,90000,benzin,ford,nein,69207
Honda_Civic,1500,kleinwagen,2000,manuell,1400,,150000,benzin,honda,,21509
Vectra_b_2.2_dti_Caravan,350,kombi,2001,manuell,0,vectra,150000,,opel,ja,16540
Nissan_Terrano_2.7_Turbo_D,1300,suv,1996,manuell,101,andere,150000,diesel,nissan,ja,6193
Ford_C_Max_1.8_TDCI_DPF,2500,bus,2008,manuell,116,c_max,150000,diesel,ford,ja,51107
Citroen_Saxo_1_1l_>_TÜV_Nov._2017!!,680,kleinwagen,2000,manuell,60,andere,150000,benzin,citroen,nein,51588
Volkswagen_Passat_Variant_2.0_Blue_TDI_DSG_SCR_Highline,11890,kombi,2011,manuell,140,passat,150000,diesel,volkswagen,nein,69502
Opel_Vectra_C___Unfallschaden__,1600,kombi,2005,manuell,120,vectra,150000,benzin,opel,ja,21683
Renault_Twingo,400,kleinwagen,1999,manuell,58,twingo,150000,,renault,nein,76891
A_Klasse_C_170,1650,limousine,1998,manuell,90,a_klasse,150000,diesel,mercedes_benz,,30179
Volkswagen_lt_35,0,bus,2003,manuell,0,transporter,150000,diesel,volkswagen,,40229
Mercedes_Benz_220cdi_Kombi,6100,kombi,2004,automatik,0,e_klasse,150000,diesel,mercedes_benz,,42489
Renault_Megan,3900,kombi,2007,manuell,135,megane,150000,diesel,renault,nein,45968
Polo_6r_bj_2010,9899,kleinwagen,2010,automatik,90,polo,100000,,volkswagen,nein,4509
Touran_2.0_TDI_DPF_Highline,3100,kombi,2007,,0,touran,150000,diesel,volkswagen,nein,4924
Renault_Trafic_Kastenwagen_TÜV_01/18,3899,bus,2006,manuell,100,andere,150000,diesel,renault,nein,32457
Fiat_Doblo_1_9_jtd_sx,2390,bus,2003,manuell,101,doblo,150000,diesel,fiat,nein,50127
Flotter_VW_Polo_6N_schweren_Herzens_abzugeben,2550,kleinwagen,2001,manuell,60,polo,150000,benzin,volkswagen,nein,94469
BMW_Z4___2.2l___sehr_gepflegt___*TÜV__uvm._neu!,9400,cabrio,2006,manuell,170,z_reihe,5000,benzin,bmw,nein,34117
Pontiac_Firebird_____Liebhaber_auto!!!!!,5555,coupe,1994,automatik,148,,5000,benzin,sonstige_autos,nein,65614
Golf_3_1.4,500,,2017,manuell,60,golf,150000,,volkswagen,nein,54673
Renault_Megane_2.0_Grantour,3900,,2018,manuell,135,megane,125000,benzin,renault,nein,95111
BMW_525d_Touring_Sport_Aut.,23900,kombi,2011,automatik,204,5er,70000,diesel,bmw,nein,58515
Peugeot_306_HDI_Break__Kombi__199300km__TÜV_neu_!,1450,kombi,1999,manuell,90,3_reihe,150000,diesel,peugeot,nein,66663
MG_Midget,7900,cabrio,1977,manuell,67,,80000,benzin,sonstige_autos,nein,93176
Mercedes_Benz_E_220_CDI_DPF_BlueEFFICIENCY,16900,limousine,2009,automatik,170,e_klasse,150000,diesel,mercedes_benz,nein,10823
Renault_Scenic_1_6l_Benzin,1000,bus,2001,automatik,0,scenic,125000,benzin,renault,,26871
BMW_316i_compact,450,,2016,manuell,102,3er,150000,benzin,bmw,,9236
Ford_Ka_TÜV_bis_NOV.2016,650,kleinwagen,1999,manuell,60,ka,70000,benzin,ford,nein,78532
Ford_Mondeo_/_Top_Zustand_Gepflegt_/_1.Hand_/_Mit_TÜV,599,limousine,1996,manuell,111,mondeo,150000,benzin,ford,nein,55234
Opel_Corsa_Sport_mit_2_0l_16V,1500,kleinwagen,1995,manuell,150,corsa,150000,benzin,opel,nein,45964
Golf_5_Tdi_2_0,4450,limousine,2006,automatik,140,golf,150000,diesel,volkswagen,,47119
Skoda_Fabia_1_2_Klima__1_Hand_TEL:_01774403003,2550,limousine,2002,manuell,55,fabia,100000,benzin,skoda,nein,15370
Bmw_523i_Sportautomatik,26850,limousine,2011,automatik,204,5er,60000,benzin,bmw,nein,94036
Hallo_ich_wuerde_gerne_meine_11er_Tauschen_GG_ein_T4_Transporter,0,bus,1995,manuell,68,transporter,150000,diesel,volkswagen,nein,29584
opel_omega_kombi,150,kombi,1995,manuell,140,omega,125000,benzin,opel,nein,36396
Mercedes_Benz_A_Klasse_als_Bastler/Schlachtfahrzeug_mit_Rest_TÜV,600,,2000,,0,a_klasse,150000,,mercedes_benz,,23611
Opel_Insignia_2.0CDTI_Cosmo_Ecoflex,11555,,2017,manuell,160,insignia,150000,,opel,,65479
TOYOTA_COROLLA_XLI__/_KLIMA,2500,limousine,1996,manuell,0,corolla,125000,benzin,toyota,,13585
VW_Polo_6_N_mit_viel_Tuning__Bastlerfahrzeug,250,,2000,,0,polo,150000,,volkswagen,,6308
Chevrolet_Matiz_1.0_SE_Benzin/LPG__Top_Zustand_neue_Extras,3750,kleinwagen,2007,manuell,67,matiz,70000,lpg,chevrolet,nein,53945
Polo_6N_zu_verkaufen,850,,2000,,0,polo,150000,,volkswagen,,26125
Mercedes_C320T,6999,kombi,2004,automatik,218,c_klasse,150000,benzin,mercedes_benz,nein,96486
Suzuki_Jimny_Cabrio,4400,suv,2001,manuell,0,jimny,125000,benzin,suzuki,,86922
BMW_E36_328i_Limousine_Originalzustand_!!!,2000,limousine,1998,automatik,192,3er,150000,benzin,bmw,nein,32758
BMW_325i_Coupe,9990,coupe,2006,manuell,218,3er,150000,benzin,bmw,nein,66839
Vw_polo_1._6,500,,2016,manuell,75,polo,150000,,volkswagen,nein,37688
Mini_1.3_61_PS_Vergaser__Austin_Mini__Rover_Mini_1300_mit_KAT!!,3750,,2016,manuell,61,cooper,125000,benzin,mini,,60598
Audi_A4_2.5TDI_Cabrio_S_line_ORGI_79.800km,11400,,2017,manuell,163,,80000,,audi,,38100
Opel_Vectra_I500,1450,limousine,1998,manuell,194,vectra,150000,benzin,opel,,32049
Opel_Astra_1.8_16V_Coupe,1699,coupe,2001,manuell,125,astra,150000,benzin,opel,nein,41836
Ford_ka_zum_verkauf,650,,2016,,60,ka,150000,,ford,,54344
Corsa_C_Facelift_1_0_12V_60PS,900,kleinwagen,2004,manuell,60,corsa,125000,benzin,opel,nein,92557
MG_MGF_1.8i_Neue_ZKD_&_Zahnriemen_Klima_Leder,4390,cabrio,2001,manuell,120,,80000,benzin,sonstige_autos,nein,50765
Citroën_Xsara_Kombi_1.6_16V_Chrono,1500,kombi,2002,manuell,109,andere,150000,benzin,citroen,nein,8258
Passat_2.0_TDI_DPF_Highline,3100,limousine,2008,,0,passat,150000,diesel,volkswagen,nein,3051
Peugeot_106_XN__TÜV_abgelaufen__Zentralverriegelung__an_Bastler,500,kleinwagen,1995,manuell,45,1_reihe,150000,benzin,peugeot,nein,26632
BMW_525tds,2999,limousine,1994,manuell,143,5er,150000,diesel,bmw,nein,63839
Audi_A4_Avant_1.8_T,2299,kombi,2004,automatik,163,a4,150000,benzin,audi,ja,76131
Peugeot_1007_Typ_K,3100,kleinwagen,2007,manuell,73,andere,70000,benzin,peugeot,nein,17268
